time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0494,-0.0049,0.663920,0.012883,-10.00,8.00,-8.00,-10.00,-6.23,11.67,-4.94,-6.14,
2.00,4.00,0.0000,-0.0493,-0.0098,0.599074,0.046042,-10.00,8.00,-8.00,-10.00,-7.49,10.91,-4.06,-8.00,
3.00,4.00,0.0000,-0.0492,-0.0147,0.433421,0.010836,-10.00,8.00,-8.00,-10.00,-12.11,6.63,-6.00,-12.83,
4.00,4.00,0.0000,-0.0500,-0.0197,0.365082,0.001502,-10.00,8.00,-8.00,-10.00,-13.91,4.01,-9.37,-13.46,
5.00,4.00,0.0000,-0.0494,-0.0247,0.418752,0.000788,-10.00,8.00,-8.00,-10.00,-10.49,6.20,-11.76,-8.82,
6.00,4.00,0.0000,-0.0494,-0.0296,0.536376,0.002679,-10.00,8.00,-8.00,-10.00,-7.23,10.10,-11.46,-6.18,
7.00,4.00,0.0000,-0.0497,-0.0346,0.621234,0.020043,-10.00,8.00,-8.00,-10.00,-6.01,11.99,-8.69,-11.18,
8.00,4.00,0.0000,-0.0494,-0.0395,0.579738,0.036161,-10.00,8.00,-8.00,-10.00,-7.57,10.62,-5.20,-13.82,
9.00,4.00,0.0000,-0.0493,-0.0445,0.465721,0.010970,-10.00,8.00,-8.00,-10.00,-10.82,7.11,-4.07,-9.25,
10.00,4.00,0.0000,-0.0497,-0.0494,0.383561,0.001931,-10.00,8.00,-8.00,-10.00,-13.50,4.33,-6.43,-6.22,
11.00,4.00,0.0000,-0.0499,-0.0495,0.364961,0.000681,-10.00,8.00,-8.00,-10.00,-13.75,4.55,-10.19,-6.97,
12.00,4.00,0.0000,-0.0497,-0.0495,0.405234,0.000794,-10.00,8.00,-8.00,-10.00,-11.38,7.59,-12.00,-10.75,
13.00,4.00,0.0000,-0.0492,-0.0496,0.516276,0.003614,-10.00,8.00,-8.00,-10.00,-7.38,11.61,-10.25,-13.78,
14.00,4.00,0.0000,-0.0499,-0.0496,0.619565,0.021342,-10.00,8.00,-8.00,-10.00,-6.28,10.67,-6.26,-13.03,
15.00,4.00,0.0000,-0.0490,-0.0495,0.505714,0.009771,-10.00,8.00,-8.00,-10.00,-10.15,5.90,-4.01,-9.47,
16.00,4.00,0.0000,-0.0497,-0.0495,0.379414,0.001501,-10.00,8.00,-8.00,-10.00,-13.82,4.14,-6.74,-6.82,
17.00,4.00,0.0000,-0.0497,-0.0496,0.382054,0.000970,-10.00,8.00,-8.00,-10.00,-12.39,7.90,-11.05,-6.04,
18.00,4.00,0.0000,-0.0492,-0.0495,0.495625,0.003407,-10.00,8.00,-8.00,-10.00,-7.88,11.40,-11.55,-7.57,
19.00,4.00,0.0000,-0.0497,-0.0495,0.614838,0.021432,-10.00,8.00,-8.00,-10.00,-6.06,11.53,-7.72,-10.53,
20.00,4.00,0.0000,-0.0491,-0.0495,0.536548,0.019045,-10.00,8.00,-8.00,-10.00,-9.15,8.13,-4.46,-13.18,
21.00,4.00,0.0000,-0.0495,-0.0495,0.396425,0.003054,-10.00,8.00,-8.00,-10.00,-13.30,4.60,-4.54,-13.96,
22.00,4.00,0.0000,-0.0499,-0.0495,0.369352,0.000807,-10.00,8.00,-8.00,-10.00,-13.33,4.47,-7.88,-12.43,
23.00,4.00,0.0000,-0.0494,-0.0495,0.450865,0.000967,-10.00,8.00,-8.00,-10.00,-9.44,7.87,-11.33,-9.36,
24.00,4.00,0.0000,-0.0494,-0.0495,0.568029,0.005255,-10.00,8.00,-8.00,-10.00,-6.61,11.17,-11.64,-6.34,
25.00,4.00,0.0000,-0.0497,-0.0495,0.619456,0.032401,-10.00,8.00,-8.00,-10.00,-6.20,11.83,-8.53,-6.66,
26.00,4.00,0.0000,-0.0493,-0.0495,0.544191,0.029007,-10.00,8.00,-8.00,-10.00,-8.50,9.27,-4.90,-10.04,
27.00,4.00,0.0000,-0.0495,-0.0495,0.432414,0.005556,-10.00,8.00,-8.00,-10.00,-11.88,5.65,-4.24,-13.38,
28.00,4.00,0.0000,-0.0498,-0.0495,0.370581,0.001120,-10.00,8.00,-8.00,-10.00,-13.91,4.00,-7.22,-13.63,
29.00,4.00,0.0000,-0.0498,-0.0496,0.372543,0.000635,-10.00,8.00,-8.00,-10.00,-13.15,5.71,-10.96,-10.56,
30.00,4.00,0.0000,-0.0495,-0.0496,0.434512,0.001340,-10.00,8.00,-8.00,-10.00,-10.14,10.09,-11.83,-7.00,
31.00,4.00,0.0000,-0.0493,-0.0496,0.557049,0.008888,-10.00,8.00,-8.00,-10.00,-6.65,11.41,-8.98,-6.15,
32.00,4.00,0.0000,-0.0498,-0.0496,0.625209,0.010340,-10.00,8.00,-8.00,-10.00,-6.44,5.91,-5.06,-8.82,
33.00,4.00,0.0000,-0.0492,-0.0495,0.516297,0.002303,-10.00,8.00,-8.00,-10.00,-9.79,4.59,-4.25,-12.57,
34.00,4.00,0.0000,-0.0496,-0.0495,0.392302,0.002043,-10.00,8.00,-8.00,-10.00,-13.35,9.15,-7.56,-13.97,
35.00,4.00,0.0000,-0.0499,-0.0496,0.365576,0.003202,-10.00,8.00,-8.00,-10.00,-13.56,11.66,-11.35,-11.74,
36.00,4.00,0.0000,-0.0495,-0.0496,0.425764,0.005797,-10.00,8.00,-8.00,-10.00,-10.21,11.61,-11.46,-8.11,
37.00,4.00,0.0000,-0.0494,-0.0496,0.543729,0.008930,-10.00,8.00,-8.00,-10.00,-6.95,9.05,-7.81,-6.06,
38.00,4.00,0.0000,-0.0499,-0.0496,0.631398,0.006437,-10.00,8.00,-8.00,-10.00,-6.10,5.76,-4.20,-7.05,
39.00,4.00,0.0000,-0.0493,-0.0496,0.568606,0.002273,-10.00,8.00,-8.00,-10.00,-8.35,4.03,-5.50,-10.33,
40.00,4.00,0.0000,-0.0495,-0.0495,0.435254,0.001054,-10.00,8.00,-8.00,-10.00,-11.91,5.06,-10.03,-13.35,
41.00,4.00,0.0000,-0.0499,-0.0496,0.369141,0.001085,-10.00,8.00,-8.00,-10.00,-13.96,8.13,-11.94,-13.78,
42.00,4.00,0.0000,-0.0498,-0.0496,0.376213,0.002280,-10.00,8.00,-8.00,-10.00,-12.85,11.53,-8.77,-11.29,
43.00,4.00,0.0000,-0.0493,-0.0496,0.452161,0.005875,-10.00,8.00,-8.00,-10.00,-9.19,11.40,-5.12,-7.55,
44.00,4.00,0.0000,-0.0496,-0.0496,0.611064,0.009843,-10.00,8.00,-8.00,-10.00,-6.08,7.87,-4.08,-6.04,
45.00,4.00,0.0000,-0.0489,-0.0495,0.495711,0.003637,-10.00,8.00,-8.00,-10.00,-10.81,4.47,-6.42,-8.49,
46.00,4.00,0.0000,-0.0499,-0.0495,0.368522,0.000944,-10.00,8.00,-8.00,-10.00,-13.92,4.60,-10.13,-12.45,
47.00,4.00,0.0000,-0.0493,-0.0495,0.442541,0.001029,-10.00,8.00,-8.00,-10.00,-9.43,8.07,-12.00,-13.96,
48.00,4.00,0.0000,-0.0494,-0.0495,0.591067,0.005856,-10.00,8.00,-8.00,-10.00,-6.12,11.14,-10.41,-11.51,
49.00,4.00,0.0000,-0.0492,-0.0495,0.586030,0.032585,-10.00,8.00,-8.00,-10.00,-7.65,11.91,-6.40,-7.71,
50.00,4.00,0.0000,-0.0492,-0.0495,0.430502,0.019653,-10.00,8.00,-8.00,-10.00,-12.12,9.81,-4.03,-6.00,
