time,amps,rewards,performances,running_average_performances,output0,output1,w0_0,w0_1,w1_0,w1_1,flux_w0_0,flux_w0_1,flux_w1_0,flux_w1_1,
0.00,4.00,0.0000,-0.0494,-0.0000,0.988066,0.000087,-10.00,8.00,-8.00,-10.00,-10.00,8.00,-8.00,-10.00,
1.00,4.00,0.0000,-0.0494,-0.0049,0.627835,0.010710,-10.00,8.00,-8.00,-10.00,-6.87,11.57,-4.57,-6.64,
2.00,4.00,0.0000,-0.0498,-0.0098,0.629462,0.043520,-10.00,8.00,-8.00,-10.00,-6.10,11.22,-4.47,-6.35,
3.00,4.00,0.0000,-0.0492,-0.0148,0.555419,0.021163,-10.00,8.00,-8.00,-10.00,-8.26,7.34,-7.79,-9.40,
4.00,4.00,0.0000,-0.0495,-0.0197,0.436905,0.002994,-10.00,8.00,-8.00,-10.00,-11.74,4.18,-11.32,-13.00,
5.00,4.00,0.0000,-0.0498,-0.0247,0.371213,0.000896,-10.00,8.00,-8.00,-10.00,-13.90,5.21,-11.62,-13.85,
6.00,4.00,0.0000,-0.0498,-0.0297,0.372673,0.001095,-10.00,8.00,-8.00,-10.00,-13.13,8.99,-8.41,-11.18,
7.00,4.00,0.0000,-0.0495,-0.0346,0.437502,0.003221,-10.00,8.00,-8.00,-10.00,-10.00,11.58,-5.32,-7.16,
8.00,4.00,0.0000,-0.0492,-0.0396,0.583043,0.014746,-10.00,8.00,-8.00,-10.00,-6.15,11.68,-4.00,-6.26,
9.00,4.00,0.0000,-0.0492,-0.0445,0.581993,0.025579,-10.00,8.00,-8.00,-10.00,-7.95,9.22,-5.27,-9.73,
10.00,4.00,0.0000,-0.0493,-0.0494,0.414274,0.005683,-10.00,8.00,-8.00,-10.00,-12.79,5.91,-8.30,-13.52,
11.00,4.00,0.0000,-0.0499,-0.0495,0.367279,0.001131,-10.00,8.00,-8.00,-10.00,-13.49,4.05,-11.14,-13.20,
12.00,4.00,0.0000,-0.0493,-0.0495,0.453324,0.000652,-10.00,8.00,-8.00,-10.00,-9.21,4.94,-11.95,-9.24,
13.00,4.00,0.0000,-0.0494,-0.0495,0.594132,0.001672,-10.00,8.00,-8.00,-10.00,-6.14,7.97,-10.22,-6.20,
14.00,4.00,0.0000,-0.0494,-0.0495,0.606056,0.013499,-10.00,8.00,-8.00,-10.00,-7.31,11.60,-6.41,-7.08,
15.00,4.00,0.0000,-0.0492,-0.0495,0.452607,0.021508,-10.00,8.00,-8.00,-10.00,-11.42,11.08,-4.18,-10.97,
16.00,4.00,0.0000,-0.0498,-0.0494,0.367399,0.005215,-10.00,8.00,-8.00,-10.00,-13.98,6.96,-8.76,-13.86,
17.00,4.00,0.0000,-0.0497,-0.0495,0.386169,0.001159,-10.00,8.00,-8.00,-10.00,-12.17,4.05,-11.99,-12.78,
18.00,4.00,0.0000,-0.0494,-0.0495,0.487918,0.000795,-10.00,8.00,-8.00,-10.00,-8.38,5.76,-8.12,-8.87,
19.00,4.00,0.0000,-0.0495,-0.0495,0.603749,0.003324,-10.00,8.00,-8.00,-10.00,-6.14,9.59,-5.24,-6.09,
